gene	h50	pve50	rho50	pge50	pi50	n_gamma50	h025	pve025	rho025	pge025	pi025	n_gamma025	h975	pve975	rho975	pge975	pi975	n_gamma975
FBXO18	0.1433083	0.16672	0.8555548	0.8706866	0.003140327	6	0.054794858	0.112203175	0.342567855	0.5272755	0.0005376754	1	0.468372	0.2255728025	0.993011	0.993650625	0.009951672825	21
GHITM	0.20489545	0.09429902	0.9701246	0.9266745	0.0008634278	2	0.05637173	0.05487717	0.7562420375	0.711398565	0.0005168974	1	0.6016676	0.1371555375	0.9987404	0.9961975925	0.00313940015	5
UNC5B	0.55702765	0.5537409	0.9700687	0.9691402	0.003346387	6	0.3416136	0.5111766	0.889626855	0.92813078	0.002303989	4	0.7700520575	0.59541583	0.99507129	0.9957092	0.005241066475	9
ZCCHC24	0.07887619	0.07043808	0.84143205	0.8266675	0.001895082	3	0.0191131315	0.0342033885	0.353705615	0.4820400775	0.0007685016	1	0.336119	0.119638885	0.9933255575	0.992231335	0.005908291875	10
ADAM12	0.15140445	0.1325872	0.7713542	0.6921419	0.0021690755	5	0.05597612725	0.08553068	0.3549533225	0.2714895	0.001102251	1	0.460694085	0.18963503	0.9835017	0.9833947	0.00631933897499999	13
DPYSL4	0.4033414	0.5591923	0.957993	0.97723295	0.001718943	4	0.19747479	0.5181401	0.8199997	0.9370172	0.0010634101	3	0.6935087	0.6029084	0.9955955	0.9975667975	0.0029985061	6
FAM53B	0.03003506	0.01358493	0.6956423	0.13740005	0.001137561	1	0.001154574675	0.0006229784775	0.04295427	0	0.0005814814325	0	0.4672142525	0.0471629182499999	0.9931471025	0.9412960425	0.00682744244999997	11.0249999999996
H2AFY2	0.11340785	0.11305755	0.7998265	0.78904215	0.001608864	3	0.0345329895	0.07078977675	0.3279561525	0.4757089725	0.0005706547	1	0.413127297499999	0.1712572925	0.9895840125	0.98679168	0.01169123075	25
OPTN	0.10023965	0.09057597	0.7855716	0.745215	0.00330403	7	0.03263578625	0.04343488725	0.2536887025	0.244237335	0.0005844406	1	0.298460399999999	0.14280245	0.9917845625	0.9893804	0.01385373975	28
LHPP	0.3648193	0.4462431	0.9625762	0.9731757	0.003383997	8	0.1842882	0.396774565	0.8234354	0.91508412	0.002174199425	5	0.6432177	0.490937	0.9973542075	0.9983528	0.006671837	13
ABLIM1	0.02703505	0.018526625	0.6485024	0.5055383	0.004845248	8	0.001022134125	0.000793915955	0.039663583	0	0.0006539297	0	0.225115735	0.06076579	0.9908814225	0.9774051125	0.0544619755	89
GDI2	0.2578147	0.3774948	0.9645778	0.979876	0.0019512585	5	0.0962290305	0.3220253	0.7891630625	0.9273563	0.00081338132	3	0.5574461	0.4250276	0.9982813	0.9987848	0.00699356757499999	12
SUPV3L1	0.0960406	0.1197892	0.9441646	0.9566372	0.001541808	2	0.0241252795	0.080839613	0.64684986	0.78166053	0.00068599773	1	0.4793402	0.166106	0.9985918	0.9981893575	0.00306195115	5
TSPAN14	0.1031381	0.11832	0.8873949	0.9083658	0.001227966	2	0.02906663	0.07638722	0.456816	0.558512375	0.0007060021825	1	0.5144793	0.1792750775	0.9937792	0.9954953	0.001869189475	5
TSPAN15	0.2090337	0.2102917	0.8977157	0.8854349	0.0009498192	2	0.05926964	0.1495113	0.5499148	0.71746468	0.000611045	1	0.5715836	0.304777055	0.996817	0.9960952	0.0022839929	4
SLK	0.089047455	0.09335354	0.8362234	0.8478829	0.0013455585	2	0.021640942	0.05828205525	0.3285201425	0.404086595	0.000795005965	1	0.356653269999999	0.13946842	0.9903343	0.9921521	0.00250377875	5
PHYH	0.341161	0.25205095	0.98258325	0.97259385	0.003712528	6	0.14694655	0.20404033	0.8893115	0.8883832375	0.001485514	3	0.6693391	0.3034312	0.9991415	0.998283435	0.008140492	12
STOX1	0.5165116	0.6412424	0.9920095	0.9949034	0.001488237	4	0.2739344	0.610223	0.9479584	0.9817359	0.001101287	4	0.8551796	0.6711584	0.9998034	0.9999177	0.002526797	6
WDR11	0.32111095	0.2402332	0.9678378	0.9534547	0.0016686635	3	0.1347574	0.1889379	0.7760488675	0.7978240225	0.0009777992	2	0.6728736	0.2909364575	0.9988017	0.9977023	0.004693765	7
PGBD3	0.04426642	0.040069125	0.543673	0.53399585	0.11707725	162	0.01167944375	0.01141382575	0.0274760875	0.02852985625	0.07366785	105	0.1019377825	0.0849814234999998	0.977920835	0.9773034075	0.194821135	261
PBLD	0.074178595	0.052525885	0.7611768	0.64074315	0.0023430615	2	0.01875095375	0.025318641	0.08837863725	0	0.0009284062	0	0.393040765	0.0979511595	0.9907138	0.9858406	0.008139797075	9
CALY	0.11198425	0.042793735	0.96020265	0.8940925	0.005429561	4	0.026468525	0.01769799275	0.593569165	0.4186276125	0.002303998	1	0.4448134	0.08157712975	0.9988174	0.9952240625	0.01821419725	11
C10orf54	0.018411975	0.012671685	0.59157135	0.4035521	0.006215359	9	0.0009673202025	0.00075123353	0.0310175635	0	0.0007439398975	0	0.2285742825	0.04683530925	0.98975459	0.96495981	0.01560021175	26
C10orf57	0.56152995	0.2278458	0.9799866	0.9251955	0.001692756	4	0.2975057	0.1701177	0.8785279475	0.7593279	0.001193916	3	0.8397619	0.2893743	0.99950322	0.9980388	0.002196736	6
TRIM8	0.1116507	0.11827635	0.79342035	0.8367274	0.02272847	19	0.044294224	0.07150259725	0.1204729575	0.08016063775	0.00266407855	2	0.326141115	0.19792938	0.989051505	0.9918127925	0.07459226175	66
PPA1	0.2955968	0.4900512	0.9425354	0.9755395	0.0014435695	4	0.1029522	0.4417698	0.6878176	0.9031295575	0.0006366699	3	0.6506717	0.53551328	0.998255	0.99923424	0.005162242125	10
CDH23	0.2450533	0.2505863	0.9144612	0.9164358	0.0042809645	10	0.1102107625	0.195430095	0.6312099	0.7312373975	0.00233257225	5	0.517946087499999	0.3164152825	0.995322735	0.9949384875	0.011323863	21
BLOC1S2	0.3147565	0.2129027	0.9754236	0.9586913	0.002565626	3	0.11813729	0.1635641	0.8215986	0.84697768	0.0009900408	2	0.6707389	0.2696334225	0.9994065	0.99838577	0.004439215	5
NCOA4	0.1569327	0.2507029	0.9693095	0.98241695	0.001636483	2	0.0470637365	0.2038628	0.7543826	0.925695465	0.001101759575	2	0.6376321	0.306171365	0.9980305	0.999011145	0.004576109	4
IDI1	0.024381735	0.01167513	0.78686265	0.35174505	0.0010530365	1	0.0007122816	0.0004073036575	0.068898639	0	0.000598478615	0	0.338379225	0.0435000714999999	0.99492152	0.9771303	0.003260962725	7
IDI2	0.5058121	0.3346332	0.9864174	0.9720276	0.004467589	7	0.268431145	0.277523	0.92548495	0.9000762425	0.002262037175	5	0.7419039	0.3896174	0.999123	0.998321745	0.007742347	11
IPMK	0.1289039	0.1900377	0.9716105	0.9827211	0.001148362	2	0.0361753075	0.1379840075	0.73584601	0.9022077	0.0006760104775	2	0.4105104	0.2351091225	0.9986139	0.9990316	0.00206866325	5
FAM188A	0.086596635	0.05678357	0.937784	0.89804855	0.001862074	2	0.01834720075	0.02972088675	0.5301907825	0.5725815125	0.0007794607625	1	0.4385066	0.09526884	0.997752615	0.9953639625	0.005515627825	8
CEP55	0.066282485	0.039894985	0.6224791	0.4025982	0.001822149	2	0.01211849425	0.01182344	0.0443306375	0	0.0007205051375	0	0.4775801	0.08967431	0.983431475	0.9598041325	0.0479802314999999	65
STAMBPL1	0.1697034	0.1276638	0.94418925	0.9285368	0.0019171105	3	0.05099059875	0.08852507	0.6513825175	0.7201198	0.0008155888	2	0.4828326	0.176515705	0.9976175	0.9968495	0.005381980575	8
C10orf105	0.1811813	0.1127535	0.9293535	0.8687357	0.0033584375	5	0.062356058	0.06930173	0.6228389	0.5667243425	0.000989294	1	0.5141836775	0.1650463475	0.9974842	0.9947907	0.01099988	17
C10orf128	0.56061415	0.3764191	0.9556782	0.9183226	0.003329891	5	0.315618715	0.31148	0.8384721525	0.842377505	0.001129427475	4	0.818204815	0.4421476	0.9938767	0.979778	0.005047227025	8
PLAC9	0.39750975	0.2324993	0.9393487	0.8806737	0.002728526	4	0.1598143	0.1841769625	0.6693705	0.70728782	0.00072022324	3	0.7632127	0.2970795	0.99565108	0.9899022	0.00403607085	8
USP6NL	0.0924563	0.078016265	0.77515075	0.7065328	0.0014141155	3	0.02838180075	0.0405175355	0.2455065975	0.2994066	0.0005376276375	1	0.398415805	0.1311816	0.989959	0.98416769	0.021297139	40.0249999999996
ZNF511	0.015271515	0.0076066535	0.6690708	0.2204348	0.0041867385	2	0.0007057111	0.0003450492	0.03308527575	0	0.00140680965	0	0.3302374675	0.030798829	0.9943170475	0.9517208975	0.01699149075	13
NRP1	0.2561193	0.2264683	0.9199467	0.9134946	0.00284118	6	0.1051116525	0.1753302	0.652292	0.74612664	0.001289648	2	0.534138247499999	0.2862276	0.996168	0.9954994	0.008520165	14
TNKS2	0.12148215	0.089995035	0.8943438	0.8706108	0.006609483	7	0.03970962675	0.050715088	0.43217268	0.4623961375	0.002486780625	2	0.3909429675	0.14802743	0.99694268	0.99458547	0.01928626025	22
FAM35A	0.25498315	0.14575875	0.9537824	0.9138598	0.002018051	3	0.07598984	0.10240509	0.7044405	0.7385753075	0.001134124	2	0.5913613	0.1957927	0.9978521	0.993937565	0.0074574093	6
AGAP4	0.6213337	0.4219815	0.82419355	0.78542515	0.012504095	9	0.388630885	0.3191622	0.5096063	0.4678161825	0.0037166	5	0.8191063	0.5718582	0.9611778725	0.902807845	0.04846219975	32
AGAP5	0.04401221	0.028110075	0.6182537	0.50801125	0.015359955	12	0.007808584625	0.0085185064	0.03442005075	0	0.0013760445	0	0.361074027499999	0.0802228969999999	0.9893419	0.984172205	0.2473853475	183
AGAP6	0.182744	0.21679745	0.9539913	0.9678052	0.002610306	2	0.0493801155	0.16738664	0.635574	0.87089332	0.001204301	1	0.556705945	0.277188185	0.9983556	0.9982889	0.01474723	9
AGAP7	0.4828777	0.5374376	0.9899819	0.993082	0.003204708	4	0.1844009	0.4984829	0.91006571	0.9717942	0.001575586	3	0.8572201	0.5762251	0.9992016	0.9995654	0.01106037	8
AGAP8	0.66426155	0.4975432	0.9968283	0.9930742	0.005998873	8	0.434058825	0.4570612	0.9721878825	0.966098085	0.00318144755	6	0.8430042	0.5412503	0.9998707	0.9998824	0.01008405	10
CHST15	0.09876668	0.071211185	0.8187977	0.7299173	0.0014507465	2	0.0259803435	0.0348638385	0.3637381175	0.379959415	0.0008429934	1	0.412244505	0.11904412	0.9913724	0.981753095	0.00330424415	6
MORN4	0.2679812	0.3539351	0.95670025	0.9715013	0.003732901	5	0.1014805	0.2967649875	0.7370283175	0.8937181025	0.001798954	2	0.676726	0.408986575	0.99805006	0.9984782025	0.008064697925	10
DOCK1	0.027632945	0.022572695	0.52842375	0.35961985	0.004345965	13	0.0017954787	0.001426400825	0.02426740225	0	0.000421851365	0	0.252076419999999	0.0666359919999999	0.98200578	0.9574315975	0.01944902875	52.0249999999996
EIF5AL1	0.01191896	0.008074947	0.5676776	0.3559893	0.01180537	17	0.0003918612	0.000286005595	0.0297530835	0	0.000720902995	0	0.238838009999999	0.034443509	0.989916745	0.9599898625	0.03642989	52
RPP38	0.21781515	0.05949966	0.92188755	0.6564907	0.00156632	3	0.02552145	0.0161062225	0.380612015	0	0.0005894238	0	0.658683	0.109490205	0.9957887	0.9657338275	0.004140384	7
RPP30	0.032751545	0.018339165	0.5990285	0.28117415	0.00241665	3	0.002244401075	0.001210305	0.029830422	0	0.0006371293625	0	0.379377	0.0550442234999999	0.9901560775	0.9470638875	0.02423632775	40
PPIF	0.096017825	0.081224745	0.68855645	0.6214591	0.0023468985	4	0.0306664545	0.04211666	0.1916975975	0.19823726	0.00089482882	1	0.4126458	0.1303539825	0.9687926	0.952433155	0.0120553605	19
RBM20	0.1347971	0.106829	0.6628361	0.6710788	0.0047832745	9	0.042518605	0.05310175325	0.170496135	0.2452736625	0.0011503539	2	0.308454805	0.18924523	0.979073325	0.977885525	0.03101117475	53
ARL3	0.1229913	0.095395985	0.84271255	0.82129735	0.011119645	11	0.04385255	0.0512008575	0.1460768375	0.1265492075	0.002268767125	2	0.3922057	0.1679174	0.995970385	0.99339225	0.150424915	139
ITGB1	0.049910105	0.024465035	0.68177265	0.2023158	0.0010738535	1	0.005452013075	0.003349317925	0.04425328825	0	0.0005618664	0	0.404087667499999	0.06171998	0.9896084	0.949898295	0.01433047475	24
HERC4	0.037580365	0.02558195	0.75030915	0.6006832	0.002446091	3	0.006110239	0.00599257985	0.06609032975	0	0.000838679755	0	0.3252980925	0.0632934695	0.9923126725	0.9866788	0.01377771775	16
FANK1	0.22600075	0.1959407	0.91119185	0.88422355	0.001773157	4	0.08356730475	0.1466039	0.5935795	0.6278773	0.0005861493	1	0.5820136825	0.2509189575	0.9964246375	0.9948937	0.005198894	10
HK1	0.11586	0.1136708	0.8407705	0.8420752	0.0060912275	10	0.045771047	0.069433285	0.374549395	0.41176201	0.0021253286	4	0.2840529	0.1662970275	0.9927461125	0.9923431275	0.01589261175	26
SAMD8	0.004393719	0.0034910655	0.5092959	0.4559722	0.02470963	25	0.0001730403375	0.000160713865	0.02608179	0.02085456	0.00321676275	2	0.0335840459999997	0.020864715	0.9713015475	0.9619662	0.05545013	52
PTPLA	0.1591496	0.1174493	0.79811225	0.7235368	0.004544046	7	0.0596593745	0.067556586	0.2846617475	0.3366583125	0.0009934967	1	0.4606216375	0.1859102275	0.9860340975	0.976032855	0.01325205	21
ZNF33B	0.3308112	0.31143295	0.81496	0.8563292	0.003520525	4	0.1443889	0.2345971	0.33751159	0.4676317	0.001277241	2	0.6459467	0.402558045	0.983257635	0.985154725	0.0143743125	12
ZNF33A	0.01588823	0.0096110625	0.5388399	0.43927	0.02120799	17	0.001029100225	0.000654632505	0.0274556675	0	0.001976924	0	0.159091665	0.0447744972499999	0.9865569575	0.975348505	0.2019133	159.025
TTC18	0.1778174	0.1129151	0.9549903	0.9497026	0.00306771	2	0.04690613125	0.06481835	0.3471915775	0.2030616425	0.001300167	1	0.608086422499999	0.1769953925	0.9995770775	0.9982448	0.01950776325	15
EGR2	0.024330565	0.02039238	0.5891192	0.4244677	0.022150075	30	0.0036164454	0.0032470838	0.03336814375	0	0.0007475166	0	0.342786097499999	0.051482052	0.98897675	0.974364435	0.062677256	90
SFRP5	0.089916	0.06508872	0.93571265	0.9082565	0.0009275408	1	0.0193184395	0.0360804035	0.5079169	0.656637535	0.0007039402375	1	0.4163279	0.11028233	0.9979996	0.9961861	0.002760815	4
WAPAL	0.04198652	0.03219894	0.5664225	0.35204125	0.0070589175	7	0.008316507525	0.008286495725	0.03121802775	0	0.0009947638475	0	0.4261999925	0.07076834	0.98279108	0.9692730425	0.0458643802499999	50.0249999999996
KIAA1217	0.02310845	0.01728301	0.54212815	0.4029813	0.011078405	22	0.001293733625	0.0009512434625	0.0240556315	0	0.0005412766725	0	0.215196814999999	0.05511867675	0.9855670975	0.9652472875	0.0419868555	83
SNCG	0.1394031	0.08937663	0.92721125	0.88635325	0.005196793	5	0.0437876815	0.0524552445	0.5216556	0.4419222575	0.001738538	2	0.452553294999999	0.1365455125	0.996996895	0.9943796	0.01310927	11
NFKB2	0.01158622	0.009957072	0.50493	0.4926143	0.08975187	81	0.0008002286	0.000664845	0.02289670875	0.02353902275	0.04649127625	45	0.05099097375	0.03664208	0.9790302975	0.9745291275	0.162657435	141.025
ADARB2	0.4900629	0.61594885	0.9585396	0.973648	0.0006213264	1	0.1955767975	0.5704942	0.7890187	0.94211548	0.0004087997	1	0.8127179	0.6512344	0.9953881	0.9971904225	0.00104567245	3
BMS1	0.02688676	0.0132926	0.6888043	0.1983715	0.001874362	2	0.002022704175	0.00105470595	0.04100731525	0	0.0009593031875	0	0.4396384425	0.042344079	0.993742115	0.9663357025	0.00889405442499998	10
C10orf88	0.1941012	0.163221	0.96332125	0.95181325	0.0019512	2	0.0515152	0.1139808	0.7506795475	0.83013627	0.0006118087	1	0.59946	0.2211155575	0.9987651	0.997820865	0.0046526	7
COL17A1	0.074574925	0.04707847	0.9043138	0.8421658	0.0022382985	2	0.0166595985	0.02160700925	0.3619712025	0.197899455	0.0009322228	1	0.5280397	0.08433137	0.9974201	0.9935514	0.00757160035	10
VTI1A	0.09377761	0.084484	0.89291725	0.8921445	0.0041479315	7	0.0265099075	0.0478585605	0.4437739025	0.571669995	0.0009650937	2	0.2937276825	0.1330065325	0.9963316675	0.9959181	0.01086661525	20
UPF2	0.02465091	0.010445675	0.66676755	0.09859155	0.0010239565	1	0.0008754941	0.00040072966	0.041771932	0	0.0005543792725	0	0.536147742499999	0.04059944975	0.996005465	0.91759556	0.00441440982499997	7
DNTT	0.06979149	0.060571645	0.55185925	0.5482637	0.1514148	223	0.02255395875	0.022847894	0.031666163	0.03838244125	0.0748021295	110	0.1499332425	0.1203932425	0.9752020075	0.973814885	0.210353525	297
TYSND1	0.3335759	0.26669435	0.9312234	0.9072171	0.002006412	3	0.1422326875	0.20984141	0.7252954775	0.773557965	0.00109540005	2	0.6812003	0.326217255	0.9973351	0.991176175	0.004965604	7
SORCS3	0.07617158	0.06558504	0.6154351	0.5732222	0.019945735	45.5	0.02972079075	0.029656272	0.04111781625	0.03270791975	0.001973305475	3	0.1873982175	0.1183062775	0.9811462	0.9794981375	0.1044249175	223
MAPK8	0.03009773	0.01717905	0.8041693	0.60061895	0.001880409	2	0.0030445438	0.00133648515	0.08141054475	0	0.000782771745	0	0.337323889999999	0.04680253775	0.996034405	0.985304175	0.00659003759999999	9
CUZD1	0.023765465	0.01274003	0.59337935	0.2043814	0.001943215	3	0.00098056088	0.00055358178	0.03051990375	0	0.00056973434	0	0.360726152499999	0.0488860995	0.9921526575	0.951061327499999	0.01432301	26
THNSL1	0.07724046	0.06633653	0.601523	0.57260755	0.020369015	33	0.025101903	0.025497494	0.03592951175	0.033457756	0.004239629025	5	0.18709086	0.126746865	0.9787211875	0.9736211675	0.07658552525	127
HPSE2	0.015148295	0.012978755	0.5642013	0.5487203	0.038505115	77	0.000418674225	0.000429593165	0.02989018	0.03260733175	0.007387910625	14	0.068920313	0.052492705	0.980481205	0.9763177275	0.064586515	124
BUB3	0.06508456	0.047949645	0.43672515	0.2643017	0.010389115	16	0.009937674975	0.00791895295	0.022923458	0	0.0006282139525	0	0.363795894999999	0.1055537275	0.9576324875	0.9228345325	0.040577887	67
APBB1IP	0.13066	0.13070735	0.90883255	0.913227	0.0009150016	2	0.0333076	0.08877434725	0.5470960925	0.7092260625	0.0005387519475	1	0.5137629	0.1877760575	0.9964111475	0.9961899	0.003979911025	7
RPS24	0.022811775	0.009795917	0.73265495	0.1812163	0.001057348	1	0.0008283812	0.0003669796925	0.0511028265	0	0.0005560886	0	0.4113279	0.0360910445	0.9944413175	0.9494804	0.00464428332499999	9
ENTPD7	0.048703055	0.032036175	0.8623403	0.8140142	0.00360958	4	0.00832173025	0.006623089725	0.1954156075	0	0.0009259173	0	0.3062842	0.069404555	0.99621258	0.9932219	0.0126620895	16
ENTPD1	0.4119968	0.25063665	0.9849217	0.97045145	0.001051124	3	0.1405038	0.1985573	0.8970099475	0.872880045	0.000678995	2	0.6968289	0.3009593	0.9990189	0.9973905	0.002150556	5
SGPL1	0.2127412	0.1024926	0.9553253	0.8809246	0.00063993495	1	0.06408776	0.06960084	0.7321844	0.656959245	0.0004917461	1	0.5858342	0.1468622	0.9967556225	0.99216367	0.0014263701	3
PARD3	0.068082735	0.05467215	0.844185	0.7925758	0.0009424547	2	0.014532254	0.02676465	0.3033212175	0.03508274475	0.0005146789	1	0.4092157	0.0986248525	0.993913855	0.9894445925	0.002444740075	5
SLC29A3	0.2562727	0.2249124	0.9317406	0.9201021	0.0032278745	7	0.1193864925	0.1760643125	0.728544295	0.78715524	0.00187575725	4	0.535004725	0.281053485	0.9966461	0.9948674	0.00658606082499999	12
ACADSB	0.10126535	0.078307615	0.6337208	0.5084636	0.0020109295	3	0.03212635325	0.03897736225	0.13090116	0.02822706	0.00096342273	1	0.384210724999998	0.1305762475	0.9547646	0.9229651175	0.01283894625	22
SHOC2	0.019681375	0.0059111305	0.72756815	0.08966715	0.001166773	1	0.0005435742	0.00022424154	0.04508853	0	0.0006188006375	0	0.580124435	0.030448478	0.997259915	0.922381765	0.003331087775	6
ERCC6	0.1078833	0.069784995	0.91187565	0.86030095	0.0032058335	4	0.02942352	0.03765557	0.4644666	0.43619946	0.001024484	1	0.3466129	0.110238345	0.997079395	0.9936726975	0.00938229339999999	13
MRPS16	0.2715229	0.04092365	0.97730895	0.8622816	0.0031464915	3	0.0272269315	0.01307994	0.3150359225	0.23542438	0.001422855	1	0.6799217	0.1306504825	0.9993613175	0.9926399175	0.0443604142499999	30
PFKP	0.4459873	0.3909849	0.9346041	0.92195325	0.001053027	5	0.2096303275	0.3368105	0.7807119	0.8180272375	0.0007219896	3	0.7398164	0.4420277	0.9915786	0.9835823	0.002097185	7
AFAP1L2	0.056019455	0.03961657	0.7273888	0.6227899	0.001464399	2	0.01110790575	0.01270534775	0.094853036	0	0.0006397142225	0	0.435289054999998	0.07754982575	0.989182	0.9698063875	0.003219168325	6
SH2D4B	0.045516715	0.02822855	0.4798982	0.26524925	0.0038472985	5	0.0033992134	0.0023740736	0.01792549175	0	0.000668585005	0	0.368995625	0.081122864	0.9758643	0.923006325	0.03607221625	57
HNRNPF	0.01351018	0.005234176	0.7094506	0.17454345	0.001209751	2	0.0002950046	0.0001212687	0.03318674	0	0.0006262943825	0	0.352227399999999	0.0275141565	0.9963354	0.9424973975	0.01105992575	17
HKDC1	0.6969903	0.36599	0.9762531	0.90251795	0.002614183	4	0.427151635	0.3141637325	0.9000347	0.8123586725	0.001518703	3	0.9368123	0.4249648	0.9960646	0.9831648	0.004323167	7
CTBP2	0.042870455	0.02151943	0.6844964	0.2407139	0.001037849	1	0.0031032307	0.001457696875	0.04921405675	0	0.00055749046	0	0.4702851525	0.0589084632499999	0.9917814	0.9592005	0.003033597	6
ATAD1	0.03244334	0.032630435	0.554558	0.558861	0.09980525	126	0.008225025175	0.0086688523	0.0251638855	0.0219297035	0.017389747	22	0.0854870174999999	0.071691695	0.978625335	0.97901378	0.1500013675	181
FRAT1	0.3442494	0.27870205	0.9850463	0.9821403	0.00145956	2	0.128128	0.2304379475	0.8810845	0.892909825	0.0008411354	2	0.6023745	0.3282937	0.9994546	0.9995071	0.002102314	4
FRAT2	0.1798275	0.2405203	0.85371085	0.901994	0.002194185	3	0.06047251	0.1760110225	0.4637547225	0.669521	0.0008254129	1	0.4958399	0.3148424	0.9886026	0.9901592	0.006428998825	8
CALHM2	0.4506757	0.2885012	0.9880942	0.9775197	0.002044108	4	0.1922139	0.2465533	0.89318833	0.91616609	0.001118571	4	0.7033957	0.3418654	0.9998191	0.9992195	0.005885972	7
POLR3A	0.03712867	0.01566974	0.6942894	0.065428055	0.0009948643	1	0.00249968215	0.0011300045	0.04373169825	0	0.0005421990925	0	0.4607424875	0.04594185075	0.99220939	0.9004949525	0.002317851825	5
MTPAP	0.105932	0.1092789	0.9009684	0.8974301	0.0007129366	1	0.02336934	0.07119412	0.458987875	0.6752191	0.0005272239	1	0.4789451	0.1605643	0.99581951	0.9935927	0.00154451	4
CALHM1	0.1252912	0.1091987	0.93428505	0.9334213	0.001779225	3	0.03025229775	0.0685356195	0.5810251275	0.75012309	0.0008562415	2	0.5310236	0.1617393	0.9980976	0.9967629	0.005875168625	7
ADAM8	0.07772123	0.062763005	0.868715	0.8493449	0.005822565	4	0.0193242865	0.03066823	0.06872359875	0.0743878225	0.001328717	1	0.3975738	0.1096957275	0.996522	0.9953103	0.16397436	126
SCD	0.049706425	0.036891	0.8327357	0.7764061	0.0022465755	2	0.0094796041	0.013308204	0.2847724975	0.2842037825	0.000951357145	1	0.3449769875	0.07223666075	0.994362015	0.988409785	0.00614570374999999	9
CAMK2G	0.017709625	0.00779463	0.6583261	0.2847302	0.003901437	3	0.00093347053	0.00040719	0.03498475225	0	0.001367002475	0	0.344044154999999	0.0360589705	0.9942194225	0.96454211	0.0846004702499999	65
KLF6	0.027509265	0.01874232	0.5992632	0.32029835	0.0022553955	5	0.0015558569	0.000988963255	0.03746810575	0	0.0004731554175	0	0.3038336025	0.0550131664999999	0.9863354975	0.95214185	0.01087904625	23
JAKMIP3	0.2526203	0.22325275	0.9262126	0.91496195	0.001396534	4	0.089776101	0.1748875675	0.69809445	0.7216062525	0.0007767476425	2	0.5821116	0.2865123725	0.9942294	0.9940316	0.002870953575	7
NMT2	0.7394465	0.4485417	0.9930155	0.9727679	0.003346311	6	0.4975017	0.3925553	0.9619455	0.9277835325	0.002433612	5	0.8950719	0.4961491	0.9994853	0.9972811	0.005050167	9
CCAR1	0.01341393	0.0037624915	0.7292308	0.02864956	0.001002589	1	0.0004159464	0.0001580524	0.0407623935	0	0.0006857620075	0	0.529896467499999	0.0209190595	0.9982374	0.9166046775	0.0023187398	5
NODAL	0.09485279	0.06973508	0.9310509	0.9006813	0.0008087155	1	0.019148288	0.039201714	0.527113	0.6437813	0.0004889476225	1	0.5215122	0.1109257	0.998028	0.994528865	0.00337196107499999	5.02499999999964
